feature_name,original_value,encoded_value
locality,Rahatani,2846
locality,hingne Khurd,4052
locality,NIBM Annex Mohammadwadi,2327
locality,Magarpatta,2030
locality,Wanwadi,3947
locality,Ghorpadi,1113
locality,Vadgaon Budruk,3754
locality,Chandan Nagar,664
locality,Mahalunge,2040
locality,Shewalewadi,3377
locality,Vishrantwadi,3909
locality,Hinjewadi Phase 1,1294
locality,Ambegaon Pathar,144
locality,Koregaon Park,1838
locality,Manjari Khurd,2132
locality,Agalambe,87
locality,Nanded,2377
locality,Charholi Budruk,684
locality,Shivane,3404
locality,Bhugaon,525
locality,Rasta Peth,2924
locality,Kondhwa Budruk,1818
locality,NIBM Annexe,2328
locality,Mohammed wadi,2249
locality,Sinhagad Fort,3439
locality,Perugate,2699
locality,Morwadi,2263
locality,Sunarwadi,3538
locality,Khadakwasla,1717
locality,Old Sangvi,2566
locality,Khadki,1718
locality,Dhankawadi Police Station Road,886
locality,Erandwane,1015
locality,Dhaygude Wada,898
locality,Karegaon,1654
locality,Bibwewadi,531
locality,Moshi,2264
locality,Yashwantnagar,3990
locality,Fatima Nagar,1026
locality,Bhukum,526
locality,Koregaon Bhima,1837
locality,Deccan Gymkhana,843
locality,Sheela Vihar Colony,3366
locality,Sasane Nagar,3112
locality,Kalewadi,1560
locality,Warje Malwadi,3951
locality,Jambhe,1432
locality,Shukrawar Peth,3416
locality,Bhegade Aali,513
locality,Vakil Nagar,3760
locality,Rambaug Colony,2899
locality,Sadashiv Peth,2996
locality,Shaniwar Peth,3350
locality,Sanaswadi,3055
locality,bavdhan patil nagar,4020
locality,Bund Garden,619
locality,Vikas Nagar,3870
locality,Gultekdi,1192
locality,Vadgaon,3753
locality,Narhe,2409
locality,Talegaon,3577
locality,Balaji Nagar,341
locality,Pimpri Chinchwad,2719
locality,Mangawadi,2116
locality,Dattwadi,839
locality,Ubale Nagar,3705
locality,DP Road,807
locality,Shinde Vasti,3388
locality,Nigdi Sector 24,2521
locality,Vishal Nagar,3903
locality,Baramati,411
locality,Law College Road,1942
locality,Dange Chowk,824
locality,Bopodi,591
locality,Koregaon Park Annexe,1839
locality,Satara road,3117
locality,Ghorapdi,1112
locality,Akurdi Chowk,112
locality,Dhanakwadi,882
locality,Pradhikaran Nigdi,2753
locality,Yamuna Nagar,3985
locality,Shivtirth Nagar,3407
locality,Happy Colony,1245
locality,Somwar Peth,3468
locality,Ideal Colony,1349
locality,Chinchwad Gaon,741
locality,NIBM,2326
locality,Jambhulwadi Road,1435
locality,Handewadi Road,1241
locality,Pisoli Road,2722
locality,bhusari colony,4023
locality,Wadgaon Budruk,3932
locality,Paud Road,2686
locality,Chikhali Sector 16,721
locality,Bhairav Nagar,485
locality,Dhanukar Colony,889
locality,Karve Road Kothrud,1665
locality,Wagholi Road,3937
locality,Kalewadi Phata PimpriChinchwad,1562
locality,Adarsh Nagar Kiwale,74
locality,Kothrud Depot Road,1850
locality,Vanaz corner,3772
locality,Ramkrishna Paramhans Nagar,2906
locality,Bhelkenagar,514
locality,Chandani Chowk,667
locality,Eklavya Colony,995
locality,Dhole Patil Road,902
locality,Awhalwadi,263
locality,Kasarwadi,1668
locality,Satar Nagar,3116
locality,Lulla Nagar,1974
locality,Kausar Baugh,1695
locality,Salunke Vihar,3042
locality,Vishal Nagar Main,3904
locality,Kolwadi,1802
locality,Loni Kalbhor,1971
locality,Bhusari colony right,530
locality,Bhusari colony left,529
locality,Kharadi bypass,1736
locality,Bharati Vidyapeeth,498
locality,Market yard,2159
locality,Kalyani Nagar Annexe,1592
locality,Wanawadi Gaon,3945
locality,Dehu Road Cantonment,853
locality,Dattavadi,838
locality,Ambegaon PuneMumbai Hwy,145
locality,Bibwewadi Kondhwa Road,532
locality,Mamurdi,2100
locality,Mulshi,2286
locality,Walvekar Nagar,3944
locality,BT Kawde,295
locality,Dhankawadi,885
locality,Kondhwa Khurd,1820
locality,Sukhsagar Nagar,3531
locality,Shikshak nagar,3381
locality,Pune Satara Road,2784
locality,Dhankawadi Road,887
locality,katraj kondhwa road,4075
locality,Kirkatwadi,1759
locality,Dhamalwadi Bhekrai Nagar,881
locality,Boat Club Road,566
locality,Gururaj Society,1209
locality,Sector No1 Bhosari,3259
locality,Shantiban Society,3358
locality,Teen Hatti Chowk Road,3596
locality,Sahakar Nagar II,3010
locality,Mohan Nagar,2251
locality,Pune Satara Rd,2783
locality,Bharati Vidyapeeth Campus,499
locality,Wakad Pune,3940
locality,Pune Solapur Road,2785
locality,Taljai Road,3580
locality,Hadapsar Gaon,1227
locality,Wagholi Kesnand Wadegaon Road,3936
locality,Yewalewadi,4004
locality,Dashrath Nagar Bhekrai Nagar,834
locality,Raviwar Peth,2930
locality,Baner Road,386
locality,Mahalunge Ingale,2041
locality,Someshwarwadi,3467
locality,Baner Pashan Link Road,385
locality,Manjri Village Road,2134
locality,Laxman Nagar,1944
locality,Rajas Society,2867
locality,National Society,2420
locality,Jambhul,1433
locality,ITI road,1343
locality,L&T Labour Colony,1913
locality,Kokane Mala,1789
locality,AWHO Hadapsar Colony,55
locality,Jagdishnagar,1410
locality,Subhas Nagar,3517
locality,Pandhari Nagar,2638
locality,Kranti Nagar,1866
locality,Baner Hill Trail,384
locality,Santhosh Nagar,3078
locality,Wakad Chowk Road,3939
locality,Shivajinagar,3398
locality,Elite 27,1007
locality,Narayan Peth,2394
locality,Madhav Nagar,2013
locality,Vardhaman Township Sasane Nagar,3782
locality,Dahanukar Colony,814
locality,MAE Campus,1977
locality,Vittalvadi,3915
locality,SNBP School Road,2985
locality,Blue Ridge   Paranjpe Schemes,564
locality,Vishal nagar square new dp road,3905
locality,Tilekar Nagar,3665
locality,Om Colony,2571
locality,Model Colony,2241
locality,Prabhat Road,2752
locality,Bhandarkar Road,489
locality,paud,4112
locality,Tulaja Bhawani Nagar,3700
locality,Skylights Road,3455
locality,EON Free Zone,968
locality,Pune Station,2786
locality,Salunke Vihar Road,3043
locality,Sainath Nagar,3023
locality,Megapolis Sunway Internal Road,2206
locality,Vascon Paradise Society,3799
locality,Mukai Nagar,2278
locality,Ramtekdi Industrial Area,2910
locality,kesnand,4077
locality,Vadgoan Sheri Rajendri Nagar,3756
locality,Sakal Nagar,3028
locality,Siddartha Nagar,3422
locality,Phase 2,2705
locality,Pisoli,2721
locality,Nerhe,2478
locality,Balewadi High Street,349
locality,Kondhwa Budrukh,1819
locality,Balewadi Phata,350
locality,Madhala Vada,2009
locality,Salisbury Park,3039
locality,Swargate,3557
locality,Jambhulwadi,1434
locality,Pune Cantonment,2781
locality,Marunji,2167
locality,Munjaba Vasti,2309
locality,Mukesh Nagar,2279
locality,KondhwaUndriSaswad Road,1821
locality,Marvel Fria Road,2176
locality,Tapodham,3589
locality,Sindhi Colony,3430
locality,Gokhalenagar,1128
locality,Anand Tirth Nagar,177
locality,Guruwar Peth,1211
locality,Kalwad,1582
locality,Baderaj Colony,313
locality,Shedge Vasti PimpriChinchwad,3365
locality,Marunji Road,2168
locality,Satavwadi,3118
locality,Nimbalkar Nagar Lohgaon,2527
locality,Adarsh Nagar Lohgaon,75
locality,Varsha Park Society,3783
locality,Vallabh Nagar,3765
locality,Maan,1996
locality,Gulab Nagar Pune,1186
locality,BT Kawade Road,294
locality,Satyapuram Co operative Housing Society,3128
locality,Bodkewadi,569
locality,New DP Road,2491
locality,Murlidhar Housing Society,2313
locality,Pan Card Club Road,2626
locality,New Sanghvi,2512
locality,Sanjay Park,3064
locality,chintamani park,4029
locality,Munjaba Basti,2308
locality,Sharad Nagar,3361
locality,Mundhwa Kharadi Road,2300
locality,Varale Pune,3780
locality,Kanhe,1627
locality,Indryani nagar,1365
locality,Tukaram Nagar,3699
locality,Kalewadi Pandhapur Road,1561
locality,Mayur Nagari,2188
locality,Senapati Bapat Road,3313
locality,Lokmanya Nagar,1968
locality,Jangali Maharaj Road,1441
locality,Kondwa khurd road,1823
locality,Purnanagar,2798
locality,Balewadi Gaon,348
locality,Empire Estate Phase 1,1011
locality,Shree Sidhivinayaka Nagri,3412
locality,Sector 27 Pradhikaran,3206
locality,Ganesh Peth,1066
locality,Siddharth Residency,3423
locality,Bakhori,336
locality,Kolte Patil,1801
locality,Uruli Devachi,3728
locality,Sky Water Road,3454
locality,Sadhu Vaswani Chowk,3000
locality,mandai,4093
locality,Vadgaon Sheri,3755
locality,Porwal Rd,2739
locality,Amar Srushti,129
locality,Phursungi Village Road,2711
locality,Dehu,851
locality,Shikrapur,3380
locality,Blue Ridge Approach Road,565
locality,Bopdev Ghat,589
locality,Veerbhadra Nagar,3819
locality,Nigdi Sector 26,2522
locality,sinhagad road,4126
locality,Dapodi,827
locality,Kunal Icon Road,1891
locality,Mukund Nagar,2282
locality,aranyeshwar,4017
locality,maharshi nagar,4091
locality,Padmavati,2597
locality,Tilak Road,3663
locality,Shankarseth Road,3352
locality,Shankar Sheth Rd,3351
locality,Shree Sant Eknath Nagar,3411
locality,Yashwantrao Chavan Nagar,3991
locality,Chhatrapati Sambhaji Nagar,713
locality,Pashan Sus Road,2673
locality,Pune Nagar Road,2782
locality,Manaji Nagar,2101
locality,Deshmukhwadi,866
locality,Kutwal Colony,1909
locality,Garmal,1078
locality,Kale Padal,1559
locality,Shindenagar,3389
locality,Wakadkar Wasti,3941
locality,Narayangaon,2401
locality,Kaspate Vasti,1675
locality,Kaspate Vasti Road,1676
locality,Vanaz Corner Pedestrian Crossing,3771
locality,Maval,2185
locality,Pratik Nagar,2766
locality,Kothrud Bus Stand Road,1849
locality,Yashwant Nagar,3989
locality,Udyog Nagar,3707
locality,Gujrat Colony,1185
locality,Ghule Vasti,1115
locality,Sector 29,3209
locality,Lonikand,1972
locality,Old Sanghvi,2565
locality,Dattanagar,836
locality,Ranjangaon,2915
locality,Laxmi Chowk Road,1946
locality,Bhau Patil Road,506
locality,Bhumkar Das Gugre Road,528
locality,Marutirao Gaikwad Nagar,2175
locality,Mundhwa Manjari Road,2301
locality,Saswad,3114
locality,Indrayani Nagar Sector 2,1364
locality,Walhekarwadi Chinchwad,3942
locality,Jawalkar Nagar,1454
locality,Olkaiwadi,2570
locality,Kolhewadi,1796
locality,Kiwale,1771
locality,Wadarvadi,3930
locality,Shirgaon,3393
locality,Junnar,1508
locality,Sant tukaram Nagar,3072
locality,Rajgurunagar,2870
locality,Mangdewadi,2117
locality,Gananjay Society Chaitanya Nagar,1058
locality,wadebolhai,4142
locality,Somatane,3466
locality,Nanded Phata,2378
locality,Karve Road Erandwane,1664
locality,Vitthal Wadi,3917
locality,Giridhar Nagar,1120
locality,Dadachi Wasti,811
locality,Kondhawe Dhawade,1816
locality,Kamshet,1611
locality,bhekarai nagar,4022
locality,Modi Colony,2245
locality,Chandkhed,672
locality,Shirur,3394
locality,Yerwada Village,4000
locality,Valvan Lonavla,3768
locality,Dehu Phata,852
locality,Pangoli,2642
locality,Digambar Nagar,905
locality,Hingne Budrukh,1292
locality,Bakori Road,337
locality,Tukai Darshan,3697
locality,Mohan Nagar MIDC,2252
locality,Indrayani Nagar,1363
locality,Talegaon Dhamdhere,3579
locality,Renuka Nagar,2942
locality,Gananjay Society,1057
locality,Aundh Gaon,252
